Letter,Letter_URL,Num,Title,Image_URL,by_VG
let040,https://vangoghletters.org/vg/letters/let040/letter.html,58,Honoré Daumier - The third-class carriage,https://vangoghletters.org/vg/illustrations/58.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,59,(Hilaire Germain) Edgar Degas - Woman getting up,https://vangoghletters.org/vg/illustrations/59.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,60,Ferdinand Victor Eugène Delacroix - Ceiling painting in the ‘Galerie d’Apollon’ in the Louvre,https://vangoghletters.org/vg/illustrations/60.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,1686,"Nicolaes Maes - The adoration of the shepherds (The crib, The nativity) (1658)",https://vangoghletters.org/vg/illustrations/1686.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,1687,Jean Louis Hamon - If I were sombre winter,https://vangoghletters.org/vg/illustrations/1687.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,61,Ferdinand Victor Eugène Delacroix - Christ asleep during the tempest,https://vangoghletters.org/vg/illustrations/61.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,64,Ferdinand Victor Eugène Delacroix - Liberty guiding the people,https://vangoghletters.org/vg/illustrations/64.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,1688,"Louis-François Français - Last fine days, published in Les artistes anciens et modernes, vols. 3-4, no. 73",https://vangoghletters.org/vg/illustrations/1688.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,1689,Luis Ruipérez - The imitation of Jesus Christ,https://vangoghletters.org/vg/illustrations/1689.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,1690,Johannes Bosboom - A young monk playing the organ (Cantabimus et psallemus),https://vangoghletters.org/vg/illustrations/1690.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,1724,Rembrandt van Rijn - The Holy Family in the evening (Nocturnal effect in an interior) (end 1630s),https://vangoghletters.org/vg/illustrations/1724.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,1691,Constant Troyon - Oxen on their way to plough: Morning effect,https://vangoghletters.org/vg/illustrations/1691.jpg,False
let040,https://vangoghletters.org/vg/letters/let040/letter.html,64,Ferdinand Victor Eugène Delacroix - Liberty guiding the people,https://vangoghletters.org/vg/illustrations/64.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,76,Ferdinand Victor Eugène Delacroix - Alfred Bruyas,https://vangoghletters.org/vg/illustrations/76.jpg,False
